original	compiler	native	status
SYS_EXIT	SysИзлаз	SysIzlaz	existing-unreviewed
SYS_FCNTL	Sysfcntl	Sysfcntl	existing-unreviewed
SYS_FORK	Sysfork	Sysfork	existing-unreviewed
SYS_FSTAT	Sysfstat	Sysfstat	existing-unreviewed
SYS_FSYNC	Sysfsync	Sysfsync	existing-unreviewed
SYS_GETCWD	Sysgetcwd	Sysgetcwd	existing-unreviewed
SYS_GETEGID	Sysgetegid	Sysgetegid	existing-unreviewed
SYS_GETEUID	Sysgeteuid	Sysgeteuid	existing-unreviewed
SYS_GETGID	Sysgetgid	Sysgetgid	existing-unreviewed
SYS_GETPID	Sysgetpid	Sysgetpid	existing-unreviewed
SYS_GETPPID	Sysgetppid	Sysgetppid	existing-unreviewed
SYS_GETUID	Sysgetuid	Sysgetuid	existing-unreviewed
SYS_LSEEK	Syslseek	Syslseek	existing-unreviewed
SYS_LSTAT	Syslstat	Syslstat	existing-unreviewed
SYS_OPEN	SysОтвори	SysOtvori	existing-unreviewed
SYS_READ	Sysчитање	Sysčitanje	existing-unreviewed
SYS_RT_EXIT	SysrtИзлаз	SysrtIzlaz	existing-unreviewed
SYS_SOCKETCALL	Syssocketcall	Syssocketcall	existing-unreviewed
SYS_STAT	Sysstat	Sysstat	existing-unreviewed
SYS_SYNC	Syssync	Syssync	existing-unreviewed
SYS_UNAME	Sysuname	Sysuname	existing-unreviewed
SYS_WAITPID	Syswaitpid	Syswaitpid	existing-unreviewed
SYS_WRITE	SysПише	SysPiše	existing-unreviewed
Schedule	Schedule	Schedule	existing-unreviewed
Scheduler	Scheduler	Scheduler	existing-unreviewed
SchedulerData	Schedulerdata	Schedulerdata	existing-unreviewed
SegmentNotPresent	SegmentnotПрисутна	SegmentnotPrisutna	existing-unreviewed
SelectDrivers	Изабериdriver	Izaberidriver	existing-unreviewed
Send	Пошаљи	Pošalji	existing-unreviewed
SendEchoRequest	EchorequestПошаљи	EchorequestPošalji	existing-unreviewed
SendFrame	ОквирПошаљи	OkvirPošalji	existing-unreviewed
SerialInit	Серијскиinit	Serijskiinit	existing-unreviewed
SerialWriteByte	СеријскиПишеbyte	SerijskiPišebyte	existing-unreviewed
SetBackend	Скупbackend	Skupbackend	existing-unreviewed
SetBit	Скупbit	Skupbit	existing-unreviewed
SetBlockInPageDir	СкупБлокПримљеноСТРАНАДиректоријум	SkupBlokPrimljenoSTRANADirektorijum	existing-unreviewed
SetBuffer	Скупbuffer	Skupbuffer	existing-unreviewed
SetByteAtAddr	Скупbyteataddress	Skupbyteataddress	existing-unreviewed
SetByteInPageDir	СкупbyteПримљеноСТРАНАДиректоријум	SkupbytePrimljenoSTRANADirektorijum	existing-unreviewed
SetCR3	Скупcr3	Skupcr3	existing-unreviewed
SetColor	СкупБоја	SkupBoja	existing-unreviewed
SetDescriptor	Скупdescriptor	Skupdescriptor	existing-unreviewed
SetHandleInterruptFuction	СкупРучкаОметањеfuction	SkupRučkaOmetanjefuction	existing-unreviewed
SetHandler	Скупhandler	Skuphandler	existing-unreviewed
SetIPAddress	Скупipaddress	Skupipaddress	existing-unreviewed
SetInterruptDescriptorTableEntry	ОметањеdescriptorТабелауносскуп	OmetanjedescriptorTabelaunosskup	existing-unreviewed
SetInterruptManager	СкупОметањеmanager	SkupOmetanjemanager	existing-unreviewed
SetInterruptNumber	СкупОметањеброј	SkupOmetanjebroj	existing-unreviewed
SetMode	СкупРЕЖИМ	SkupREŽIM	existing-unreviewed
SetNodeAt	СкупЧворat	SkupČvorat	existing-unreviewed
SetStack	Скупstack	Skupstack	existing-unreviewed
SetTlsSegment	Скупtlssegment	Skuptlssegment	existing-unreviewed
SetUint32AtAddr	Скупunsignedinteger32ataddress	Skupunsignedinteger32ataddress	existing-unreviewed
SetUint32InPageDir	Скупunsignedinteger32ПримљеноСТРАНАДиректоријум	Skupunsignedinteger32PrimljenoSTRANADirektorijum	existing-unreviewed
SetUint8AtAddr	Скупunsignedinteger8ataddress	Skupunsignedinteger8ataddress	existing-unreviewed
SharedMemoryRegion	SharedМеморијаregion	SharedMemorijaregion	existing-unreviewed
Size	Величина_2	Veličina_2	existing-unreviewed
Spawn	Spawn	Spawn	existing-unreviewed
Ss	Ss	Ss	existing-unreviewed
Stack	Stack	Stack	existing-unreviewed
StackSegmentFault	Stacksegmentfault	Stacksegmentfault	existing-unreviewed
Start_lba	Покрениlba	Pokrenilba	existing-unreviewed
Started	Покренут	Pokrenut	existing-unreviewed
StdinPutByte	Stdinputbyte	Stdinputbyte	existing-unreviewed
StopCurrentThread	ЗауставиТренутноthread	ZaustaviTrenutnothread	existing-unreviewed
Stopped	Заустављен	Zaustavljen	existing-unreviewed
SubnetMask	SubnetМаска	SubnetMaska	existing-unreviewed
SupportMode	ПодршкаРЕЖИМ	PodrškaREŽIM	existing-unreviewed
Sys_brk	Sysbrk_2	Sysbrk_2	existing-unreviewed
Sys_close	SysЗатвори_2	SysZatvori_2	existing-unreviewed
Sys_exit	SysИзлаз_2	SysIzlaz_2	existing-unreviewed
Sys_getpid	Sysgetpid_2	Sysgetpid_2	existing-unreviewed
Sys_mousemove	Sysmousemove	Sysmousemove	existing-unreviewed
Sys_open	SysОтвори_2	SysOtvori_2	existing-unreviewed
Sys_printStr	SysШтампајstr	SysŠtampajstr	existing-unreviewed
Sys_printUint32	SysШтампајunsignedinteger32	SysŠtampajunsignedinteger32	existing-unreviewed
Sys_printf	Sysprintf	Sysprintf	existing-unreviewed
Sys_read	Sysчитање_2	Sysčitanje_2	existing-unreviewed
Syscall	Syscall	Syscall	existing-unreviewed
Sysname	Sysname	Sysname	existing-unreviewed
TARPEtherFrameHandler	ArpЖичанавезаОквирhandler	ArpŽičanavezaOkvirhandler	existing-unreviewed
TARPMessage	Arpпорука	Arpporuka	existing-unreviewed
TARPMessageBuffer	Arpпорукаbuffer	Arpporukabuffer	existing-unreviewed
TARPProvider	Arpprovider	Arpprovider	existing-unreviewed
TAdvancedTechnologyAttachment	TНапредноТехнологијаattachment	TNaprednoTehnologijaattachment	existing-unreviewed
TArray	TНиз	TNiz	existing-unreviewed
TBaseAddressRegister	TBaseaddressregister	TBaseaddressregister	existing-unreviewed
TBiosParameterBlock32	TBiosparameterБлок32	TBiosparameterBlok32	existing-unreviewed
TBufferDescriptor	TBufferdescriptor	TBufferdescriptor	existing-unreviewed
TCOWFrameManager	TcowОквирmanager	TcowOkvirmanager	existing-unreviewed
TCPUState	TcpuСтање	TcpuStanje	existing-unreviewed
TDefaultKeyboardEventHandler	TПодразумеваноТастатураДогађајhandler	TPodrazumevanoTastaturaDogađajhandler	existing-unreviewed
TDefaultMouseEventHandler	TПодразумеваноМишДогађајhandler	TPodrazumevanoMišDogađajhandler	existing-unreviewed
TDefaultPCIControllerHandler	TПодразумеваноpcicontrollerhandler	TPodrazumevanopcicontrollerhandler	existing-unreviewed
TDefaultTimerEventHandler	TПодразумеваноОдбројавачДогађајhandler	TPodrazumevanoOdbrojavačDogađajhandler	existing-unreviewed
TDirectoryEntryFat32	TДиректоријумуносfat32	TDirektorijumunosfat32	existing-unreviewed
TDriverManager	TDrivermanager	TDrivermanager	existing-unreviewed
TEtherFrameHandler	TЖичанавезаОквирhandler	TŽičanavezaOkvirhandler	existing-unreviewed
TEtherFrameHeader	TЖичанавезаОквирheader	TŽičanavezaOkvirheader	existing-unreviewed
TEtherFrameHeaderBuffer	TЖичанавезаОквирheaderbuffer	TŽičanavezaOkvirheaderbuffer	existing-unreviewed
TEtherFrameProvider	TЖичанавезаОквирprovider	TŽičanavezaOkvirprovider	existing-unreviewed
TEtherFrameRawDataHandler	TЖичанавезаОквирrawdatahandler	TŽičanavezaOkvirrawdatahandler	existing-unreviewed
TGateDescriptor	TGatedescriptor	TGatedescriptor	existing-unreviewed
THREAD_STACK_SIZE	ThreadstackВеличина	ThreadstackVeličina	existing-unreviewed
TICMPHandler	Icmphandler	Icmphandler	existing-unreviewed
TIPEtherFrameHandler	IpЖичанавезаОквирhandler	IpŽičanavezaOkvirhandler	existing-unreviewed
TInitializationBlock	TInitializationБлок	TInitializationBlok	existing-unreviewed
TInternetControlMessageProtocol	TИнтернетКонтролпорукаprotocol	TInternetKontrolporukaprotocol	existing-unreviewed
TInternetControlMessageProtocolMessage	TИнтернетКонтролпорукаprotocolпорука	TInternetKontrolporukaprotocolporuka	existing-unreviewed
TInternetControlMessageProtocolMessageBuffer	TИнтернетКонтролпорукаprotocolпорукаbuffer	TInternetKontrolporukaprotocolporukabuffer	existing-unreviewed
TInternetProtocolHandler	TИнтернетprotocolhandler	TInternetprotocolhandler	existing-unreviewed
TInternetProtocolProvider	TИнтернетprotocolprovider	TInternetprotocolprovider	existing-unreviewed
TInternetProtocolV4Message	TИнтернетprotocolv4порука	TInternetprotocolv4poruka	existing-unreviewed
TInternetProtocolV4MessageBuffer	TИнтернетprotocolv4порукаbuffer	TInternetprotocolv4porukabuffer	existing-unreviewed
TInterruptDescriptorTablePointer	TОметањеdescriptorТабелаПоказивач	TOmetanjedescriptorTabelaPokazivač	existing-unreviewed
TInterruptHandler	TОметањеhandler	TOmetanjehandler	existing-unreviewed
TInterruptManager	TОметањеmanager	TOmetanjemanager	existing-unreviewed
TKeyboardDriver	TТастатураdriver	TTastaturadriver	existing-unreviewed
TLS_START	TlsПокрени	TlsPokreni	existing-unreviewed
TMSDOSPartitionTable	TmsdospartitionТабела	TmsdospartitionTabela	existing-unreviewed
TMasterBootRecord	TГлавниbootСнимање	TGlavnibootSnimanje	existing-unreviewed
TMemoryChunk	TМеморијаchunk	TMemorijachunk	existing-unreviewed
TMemoryManager	TМеморијаmanager	TMemorijamanager	existing-unreviewed
TMouseDriver	TМишdriver	TMišdriver	existing-unreviewed
TMyKeyboardEventHandler	TMyТастатураДогађајhandler	TMyTastaturaDogađajhandler	existing-unreviewed
TMyMouseEventHandler	TMyМишДогађајhandler	TMyMišDogađajhandler	existing-unreviewed
TMyPCIControllerHandler	TMypcicontrollerhandler	TMypcicontrollerhandler	existing-unreviewed
TPartitionTableEntry	TPartitionТабелаунос	TPartitionTabelaunos	existing-unreviewed
TPeripheralComponentInterconnectController	TPeripheralcomponentinterconnectcontroller	TPeripheralcomponentinterconnectcontroller	existing-unreviewed
TPeripheralComponentInterconnectDeviceDescriptor	TPeripheralcomponentinterconnectУређајdescriptor	TPeripheralcomponentinterconnectUređajdescriptor	existing-unreviewed
TPort	TПорт	TPort	existing-unreviewed
TPort16Bit	TПорт16bit	TPort16bit	existing-unreviewed
TPort32Bit	TПорт32bit	TPort32bit	existing-unreviewed
TPort8Bit	TПорт8bit	TPort8bit	existing-unreviewed
TRawDataHandler	TRawdatahandler	TRawdatahandler	existing-unreviewed
TSSEntry	Tssунос	Tssunos	existing-unreviewed
TSyscall	TSyscall	TSyscall	existing-unreviewed
TTask	TЗадатак	TZadatak	existing-unreviewed
TThread	TThread	TThread	existing-unreviewed
TThreadHelper	TThreadhelper	TThreadhelper	existing-unreviewed
TTimerDriver	TОдбројавачdriver	TOdbrojavačdriver	existing-unreviewed
TUserDatagramProtocolHandler	TКорисникdatagramprotocolhandler	TKorisnikdatagramprotocolhandler	existing-unreviewed
TUserDatagramProtocolHeader	TКорисникdatagramprotocolheader	TKorisnikdatagramprotocolheader	existing-unreviewed
TUserDatagramProtocolHeaderBuffer	TКорисникdatagramprotocolheaderbuffer	TKorisnikdatagramprotocolheaderbuffer	existing-unreviewed
TUserDatagramProtocolProvider	TКорисникdatagramprotocolprovider	TKorisnikdatagramprotocolprovider	existing-unreviewed
TUserDatagramProtocolSocket	TКорисникdatagramprotocolПрикључница	TKorisnikdatagramprotocolPriključnica	existing-unreviewed
TVideoGraphicsArray	TВидеографикаНиз	TVideografikaNiz	existing-unreviewed
TWidget	TКонтрола	TKontrola	existing-unreviewed
TWidgetMouseEventHandler	TКонтролаМишДогађајhandler	TKontrolaMišDogađajhandler	existing-unreviewed
Tamd_am79c973	Tamdam79c973	Tamdam79c973	existing-unreviewed
Test	Тест	Test	existing-unreviewed
TestBit	Тестbit	Testbit	existing-unreviewed
TestPrint	ТестШтампај	TestŠtampaj	existing-unreviewed
Thread	Thread	Thread	existing-unreviewed
ThreadList	ThreadСписак	ThreadSpisak	existing-unreviewed
ThreadState	ThreadСтање	ThreadStanje	existing-unreviewed
Threads	Threads	Threads	existing-unreviewed
TlsSegments	Tlssegments	Tlssegments	existing-unreviewed
TotalBlocks	УкупноБлок	UkupnoBlok	existing-unreviewed
Type	Врста	Vrsta	existing-unreviewed
TypeTest	ВрстаТест	VrstaTest	existing-unreviewed
T공용서술자테이블	TShareddescriptorТабела	TShareddescriptorTabela	existing-unreviewed
T공용서술자테이블_자료	TShareddescriptorТабелаdata	TShareddescriptorTabeladata	existing-unreviewed
T작업관리자	TЗадатакmanager	TZadatakmanager	existing-unreviewed
T조각설명자	TSegmentdescriptor	TSegmentdescriptor	existing-unreviewed
T콘솔	TКонзола	TKonzola	existing-unreviewed
T함수1	TФункција1	TFunkcija1	existing-unreviewed
UDESC_32SEG	Udesc32seg	Udesc32seg	existing-unreviewed
UDESC_CONTENTS	UdescСадржај	UdescSadržaj	existing-unreviewed
UDESC_LIMIT_IN_PAGES	UdescОграничиПримљеноpages	UdescOgraničiPrimljenopages	existing-unreviewed
UDESC_RX_ONLY	Udescrxonly	Udescrxonly	existing-unreviewed
UDESC_SEG_NOT_PRESENT	UdescsegnotПрисутна	UdescsegnotPrisutna	existing-unreviewed
UDESC_USABLE	Udescusable	Udescusable	existing-unreviewed
USER_STACK	Корисникstack	Korisnikstack	existing-unreviewed
USER_STACK_SIZE	КорисникstackВеличина	KorisnikstackVeličina	existing-unreviewed
USER_STACK_TOP	КорисникstackГоре	KorisnikstackGore	existing-unreviewed
Uid	ЈЛБ	JLB	existing-unreviewed
Uint16ToArray	Unsignedinteger16toНиз	Unsignedinteger16toNiz	existing-unreviewed
Uint16ToArray_BE	Unsignedinteger16toНизbe	Unsignedinteger16toNizbe	existing-unreviewed
Uint16_R	Unsignedinteger16r	Unsignedinteger16r	existing-unreviewed
Uint32ToArray	Unsignedinteger32toНиз	Unsignedinteger32toNiz	existing-unreviewed
Uint32_R	Unsignedinteger32r	Unsignedinteger32r	existing-unreviewed
Uint48ToArray	Unsignedinteger48toНиз	Unsignedinteger48toNiz	existing-unreviewed
Uint48ToArray_BE	Unsignedinteger48toНизbe	Unsignedinteger48toNizbe	existing-unreviewed
Uint48_R	Unsignedinteger48r	Unsignedinteger48r	existing-unreviewed
Uint64ToArray	Unsignedinteger64toНиз	Unsignedinteger64toNiz	existing-unreviewed
Uint64_R	Unsignedinteger64r	Unsignedinteger64r	existing-unreviewed
UnhandleInterrupt	UnhandleОметање	UnhandleOmetanje	existing-unreviewed
UnsetBit	Toggle_allocation_bit	Toggle_allocation_bit	existing-unreviewed
UsedBlocks	ЗаузетоБлок	ZauzetoBlok	existing-unreviewed
UserDesc	Корисникdescriptor	Korisnikdescriptor	existing-unreviewed
UserStack	Корисникstack_2	Korisnikstack_2	existing-unreviewed
UserStackSize	КорисникstackВеличина_2	KorisnikstackVeličina_2	existing-unreviewed
Vendor_id	ПроизвођачИБ	ProizvođačIB	existing-unreviewed
Version	Издање	Izdanje	existing-unreviewed
VirtTest	VirtТест	VirtTest	existing-unreviewed
Write	Пише	Piše	existing-unreviewed
Write28	Пише28	Piše28	existing-unreviewed
WriteRegisters	Пишеregister	Pišeregister	existing-unreviewed
X	X	X	existing-unreviewed
Y	Y	Y	existing-unreviewed
Zero	Zero	Zero	existing-unreviewed
ZeroBlockInPageDir	ZeroБлокПримљеноСТРАНАДиректоријум	ZeroBlokPrimljenoSTRANADirektorijum	existing-unreviewed
a	a	a	existing-unreviewed
aTime	aВреме	aVreme	existing-unreviewed
access	приступање	pristupanje	existing-unreviewed
accessMode	приступањеРЕЖИМ	pristupanjeREŽIM	existing-unreviewed
ack	ack	ack	existing-unreviewed
activeKeyboardDriver	активнаТастатураdriver	aktivnaTastaturadriver	existing-unreviewed
activeMouseDriver	активнаМишdriver	aktivnaMišdriver	existing-unreviewed
addr	address	address	existing-unreviewed
addrPtr	addressПоказивач	addressPokazivač	existing-unreviewed
address	address_2	address_2	existing-unreviewed
addressError	addressГрешка	addressGreška	existing-unreviewed
afInet	afinet	afinet	existing-unreviewed
allocFD	allocateОписник	allocateOpisnik	existing-unreviewed
allocOpenFile	allocateОтвориДатотека	allocateOtvoriDatoteka	existing-unreviewed
allocProcess	allocateПроцес	allocateProces	existing-unreviewed
allocateSocket	allocateПрикључница	allocatePriključnica	existing-unreviewed
allocated	allocated	allocated	existing-unreviewed
amd_am79c973	amdam79c973	amdam79c973	existing-unreviewed
args	аргументи	argumenti	existing-unreviewed
argument	argument	argument	existing-unreviewed
argumentPointers	argumentpointers	argumentpointers	existing-unreviewed
arguments	аргументи_2	argumenti_2	existing-unreviewed
arp	arp	arp	existing-unreviewed
arpBuffer	arpbuffer	arpbuffer	existing-unreviewed
arpMesgSize	arpmesgВеличина	arpmesgVeličina	existing-unreviewed
arpProvider	arpprovider	arpprovider	existing-unreviewed
arp콘솔	arpКонзола	arpKonzola	existing-unreviewed
array	низ	niz	existing-unreviewed
ata	ata	ata	existing-unreviewed
ata0s	ata0s	ata0s	existing-unreviewed
attempts	attempts	attempts	existing-unreviewed
attr	атрибут	atribut	existing-unreviewed
attributeControllerIndexPort	атрибутcontrollerПописПорт	atributcontrollerPopisPort	existing-unreviewed
attributeControllerReadPort	атрибутcontrollerчитањеПорт	atributcontrollerčitanjePort	existing-unreviewed
attributeControllerResetPort	атрибутcontrollerПоновопоставиПорт	atributcontrollerPonovopostaviPort	existing-unreviewed
attributeControllerWritePort	атрибутcontrollerПишеПорт	atributcontrollerPišePort	existing-unreviewed
attributes	attributes	attributes	existing-unreviewed
aux	aux	aux	existing-unreviewed
avail	расположиво	raspoloživo	existing-unreviewed
b	b	b	existing-unreviewed
backend	backend	backend	existing-unreviewed
backupFpRegs	backupfpregs	backupfpregs	existing-unreviewed
backupSector	backupsector	backupsector	existing-unreviewed
bar	бар	bar	existing-unreviewed
barNum	барброј	barbroj	existing-unreviewed
bar_value	барВредност	barVrednost	existing-unreviewed
base	base	base	existing-unreviewed
baseCode	basecode	basecode	existing-unreviewed
baseHigh	baseВисока	baseVisoka	existing-unreviewed
baseLow	baseТихо	baseTiho	existing-unreviewed
baseMid	basemid	basemid	existing-unreviewed
base_addr_high	baseaddressВисока	baseaddressVisoka	existing-unreviewed
base_addr_low	baseaddressТихо	baseaddressTiho	existing-unreviewed
bh	bh	bh	existing-unreviewed
bindEphemeral	bindephemeral	bindephemeral	existing-unreviewed
bindError	bindГрешка	bindGreška	existing-unreviewed
bios	bios	bios	existing-unreviewed
bit	bit	bit	existing-unreviewed
bitmap	bitmap	bitmap	existing-unreviewed
bootSignature	bootsignature	bootsignature	existing-unreviewed
bootable	bootable	bootable	existing-unreviewed
bootloader	bootloader	bootloader	existing-unreviewed
bound	bound	bound	existing-unreviewed
bpb	bpb	bpb	existing-unreviewed
bpbBytes	bpbБајтова	bpbBajtova	existing-unreviewed
bpbPtr	bpbПоказивач	bpbPokazivač	existing-unreviewed
buf	buffer	buffer	existing-unreviewed
buf1	buffer1	buffer1	existing-unreviewed
buf2	buffer2	buffer2	existing-unreviewed
buf3	buffer3	buffer3	existing-unreviewed
buf4	buffer4	buffer4	existing-unreviewed
buf6	buffer6	buffer6	existing-unreviewed
buffer	buffer_2	buffer_2	existing-unreviewed
buffer1	buffer1_2	buffer1_2	existing-unreviewed
buffer2	buffer2_2	buffer2_2	existing-unreviewed
bufferAddr	bufferaddress	bufferaddress	existing-unreviewed
bufferAddress	bufferaddress_2	bufferaddress_2	existing-unreviewed
bufptr	bufferПоказивач	bufferPokazivač	existing-unreviewed
bus	bus	bus	existing-unreviewed
busControlRegisterDataPort	busКонтролregisterdataПорт	busKontrolregisterdataPort	existing-unreviewed
button	дугме	dugme	existing-unreviewed
buttons	дугме_2	dugme_2	existing-unreviewed
bytesPerSector	бајтоваpersector	bajtovapersector	existing-unreviewed
c	c	c	existing-unreviewed
cDate	cДатум	cDatum	existing-unreviewed
cTime	cВреме	cVreme	existing-unreviewed
cTimeTenth	cВремеtenth	cVremetenth	existing-unreviewed
call	call	call	existing-unreviewed
candidate	candidate	candidate	existing-unreviewed
cap	cap	cap	existing-unreviewed
char	char	char	existing-unreviewed
checked	checked	checked	existing-unreviewed
checksum	checksum	checksum	existing-unreviewed
child	садржани	sadržani	existing-unreviewed
childPID	садржаниПИД	sadržaniPID	existing-unreviewed
childPageDir	садржаниСТРАНАДиректоријум	sadržaniSTRANADirektorijum	existing-unreviewed
chunk	chunk	chunk	existing-unreviewed
class_id	класаИБ	klasaIB	existing-unreviewed
closeAllProcessFDs	затвориСвеПроцесfds	zatvoriSveProcesfds	existing-unreviewed
closeOnExec	затворинаизвршна	zatvorinaizvršna	existing-unreviewed
closeProcessFD	затвориПроцесОписник	zatvoriProcesOpisnik	existing-unreviewed
code	code	code	existing-unreviewed
code1Ptr	code1Показивач	code1Pokazivač	existing-unreviewed
code1ptr	code1Показивач_2	code1Pokazivač_2	existing-unreviewed
code2Ptr	code2Показивач	code2Pokazivač	existing-unreviewed
code3Ptr	code3Показивач	code3Pokazivač	existing-unreviewed
codeSegment	codesegment	codesegment	existing-unreviewed
colorIndex	бојаПопис	bojaPopis	existing-unreviewed
colordepth	бојаdepth	bojadepth	existing-unreviewed
command	наредба	naredba	existing-unreviewed
commandPort	наредбаПорт	naredbaPort	existing-unreviewed
commandport	наредбаПорт_2	naredbaPort_2	existing-unreviewed
common	заједнички	zajednički	existing-unreviewed
connected	connected	connected	existing-unreviewed
console	конзола	konzola	existing-unreviewed
controlPort	контролПорт	kontrolPort	existing-unreviewed
copyExecVector	умножиизвршнаvector	umnožiizvršnavector	existing-unreviewed
copyLength	умножиДужина	umnožiDužina	existing-unreviewed
copyPageDir	умножиСТРАНАДиректоријум	umnožiSTRANADirektorijum	existing-unreviewed
copyPath	умножиПУТАЊА	umnožiPUTANjA	existing-unreviewed
copySocketName	умножиПрикључницаНазив	umnožiPriključnicaNaziv	existing-unreviewed
copyUtsField	умножиutsпоље	umnožiutspolje	existing-unreviewed
count	count	count	existing-unreviewed
count2	count2	count2	existing-unreviewed
cowFrameManager	cowОквирmanager	cowOkvirmanager	existing-unreviewed
cpu	процесор	procesor	existing-unreviewed
cpustate	процесорСтање	procesorStanje	existing-unreviewed
cr0	cr0	cr0	existing-unreviewed
cr3	cr3	cr3	existing-unreviewed
cr4	cr4	cr4	existing-unreviewed
crtcDataPort	crtcdataПорт	crtcdataPort	existing-unreviewed
crtcIndexPort	crtcПописПорт	crtcPopisPort	existing-unreviewed
cs	cs	cs	existing-unreviewed
currentRecvBuffer	тренутноrecvbuffer	trenutnorecvbuffer	existing-unreviewed
currentSendBuffer	тренутноПошаљиbuffer	trenutnoPošaljibuffer	existing-unreviewed
currentTask	тренутноЗадатак	trenutnoZadatak	existing-unreviewed
currentThread	тренутноthread	trenutnothread	existing-unreviewed
currentThreadIndex	тренутноthreadПопис	trenutnothreadPopis	existing-unreviewed
cursorHeight	показивачВисина	pokazivačVisina	existing-unreviewed
cursorStart	показивачПокрени	pokazivačPokreni	existing-unreviewed
d_tag	dознака	doznaka	existing-unreviewed
d_val_ptr	dvalПоказивач	dvalPokazivač	existing-unreviewed
data	data	data	existing-unreviewed
dataBuf	databuffer	databuffer	existing-unreviewed
dataBytes	dataБајтова	dataBajtova	existing-unreviewed
dataPointer	dataПоказивач	dataPokazivač	existing-unreviewed
dataPort	dataПорт	dataPort	existing-unreviewed
dataStart	dataПокрени	dataPokreni	existing-unreviewed
databuffer	databuffer_2	databuffer_2	existing-unreviewed
dataport	dataПорт_2	dataPort_2	existing-unreviewed
defaultKeyboardEventHandler	подразумеваноТастатураДогађајhandler	podrazumevanoTastaturaDogađajhandler	existing-unreviewed
desc	descriptor	descriptor	existing-unreviewed
description	опис	opis	existing-unreviewed
destination	одредиште	odredište	existing-unreviewed
destinationAddress	одредиштеaddress	odredišteaddress	existing-unreviewed
destinationLength	одредиштеДужина	odredišteDužina	existing-unreviewed
dev	уређај	uređaj	existing-unreviewed
device	уређај_2	uređaj_2	existing-unreviewed
deviceDescriptor	уређајdescriptor	uređajdescriptor	existing-unreviewed
devicePort	уређајПорт	uređajPort	existing-unreviewed
diff	diff	diff	existing-unreviewed
digits	digits	digits	existing-unreviewed
dirent	dirent	dirent	existing-unreviewed
direntBytes	direntБајтова	direntBajtova	existing-unreviewed
direntPtr	direntПоказивач	direntPokazivač	existing-unreviewed
discardProcess	одбациПроцес	odbaciProces	existing-unreviewed
dispatchInterrupt	dispatchОметање	dispatchOmetanje	existing-unreviewed
divisor	divisor	divisor	existing-unreviewed
domain	домен	domen	existing-unreviewed
driveNumber	driveброј	drivebroj	existing-unreviewed
driver	driver	driver	existing-unreviewed
driverManager	drivermanager	drivermanager	existing-unreviewed
drivercount	drivercount	drivercount	existing-unreviewed
drv	driver_2	driver_2	existing-unreviewed
ds	ds	ds	existing-unreviewed
ds_segment	dssegment	dssegment	existing-unreviewed
dst	одредиште_2	odredište_2	existing-unreviewed
dstEntry	одредиштеунос	odredišteunos	existing-unreviewed
dstIP	одредиштеipaddress	odredišteipaddress	existing-unreviewed
dstIP_BE	одредиштеipaddressМрежаbyteorder	odredišteipaddressMrežabyteorder	existing-unreviewed
dstMAC	одредиштеmacaddress	odredištemacaddress	existing-unreviewed
dstMAC_BE	одредиштеmacbe	odredištemacbe	existing-unreviewed
dstPageDir	одредиштеСТРАНАДиректоријум	odredišteSTRANADirektorijum	existing-unreviewed
dstPort	одредиштеПортброј	odredištePortbroj	existing-unreviewed
dstPt	одредиштеpt	odredištept	existing-unreviewed
dstPtPtr	одредиштеptПоказивач	odredišteptPokazivač	existing-unreviewed
dstPtr	одредиштеПоказивач	odredištePokazivač	existing-unreviewed
dstptr	одредиштеПоказивач_2	odredištePokazivač_2	existing-unreviewed
dynamic	растегљиво	rastegljivo	existing-unreviewed
e	e	e	existing-unreviewed
e_ehsize	eehsize	eehsize	existing-unreviewed
e_entry	eунос	eunos	existing-unreviewed
e_flags	eПараметри	eParametri	existing-unreviewed
e_ident	eident	eident	existing-unreviewed
e_machine	emachine	emachine	existing-unreviewed
e_phentsize	ephentsize	ephentsize	existing-unreviewed
e_phnum	ephnum	ephnum	existing-unreviewed
e_phoff	ephoff	ephoff	existing-unreviewed
e_shentsize	eshentsize	eshentsize	existing-unreviewed
e_shnum	eshnum	eshnum	existing-unreviewed
e_shoff	eshoff	eshoff	existing-unreviewed
e_shstrndx	eshstrndx	eshstrndx	existing-unreviewed
e_type	eВрста	eVrsta	existing-unreviewed
e_version	eИздање	eIzdanje	existing-unreviewed
eax	eax	eax	existing-unreviewed
ebp	ebp	ebp	existing-unreviewed
ebx	ebx	ebx	existing-unreviewed
ecx	ecx	ecx	existing-unreviewed
edi	edi	edi	existing-unreviewed
edx	edx	edx	existing-unreviewed
efHandler	efhandler	efhandler	existing-unreviewed
eflags	eflags	eflags	existing-unreviewed
eip	eip	eip	existing-unreviewed
eipOffset	eipoffset	eipoffset	existing-unreviewed
elf	elf	elf	existing-unreviewed
elf0	elf0	elf0	existing-unreviewed
elf2	elf2	elf2	existing-unreviewed
elf3	elf3	elf3	existing-unreviewed
elf4	elf4	elf4	existing-unreviewed
elfHeader	elfheader	elfheader	existing-unreviewed
enabled	омогућено	omogućeno	existing-unreviewed
end	kraj	kraj	existing-unreviewed
endOffset	krajoffset	krajoffset	existing-unreviewed
end_cylinder	krajcylinder	krajcylinder	existing-unreviewed
end_head	krajhead	krajhead	existing-unreviewed
end_sector	krajsector	krajsector	existing-unreviewed
