edition	result	canonical_sha256	shell_elf_sha256	kernel_elf_sha256
HKG/zh_Hant	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	076d02853ba40ff1eb51e4db22462d7328029d750799c49aad07575fed4e63e1	c71cfd367964d8953cd9e02d1a574ea8cd8b6b4073c55c510fd078236272dd9e
HMD	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	7f60b188ff7b75f7e4add0907ed9ad1e1e71d4327a52ed3ab899a7b0a1577c19	686106ae8d5a0602a7c6358929289837356682419a952cb0c533d4ecbb975213
HND	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	4bf35e5e382e8d6e5eb75fe389f8a0a4289196946f1bd2023b3d4562269e3a6f
HRV	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	40dd0f61036f0917a91840957c037dd3e87474bab0aa02dd407c32b866df299d
HTI	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	11a71e6e928cc90305534815bffea9b31f35a7f6bf3476bdefdc35e8027f90f1
HUN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	ad2a7e5da4bce46551cb4c382519db2ce5508ac811c3dc6cf153f9620174403f
IDN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	f7c863d84bf92b23893a4ad26bbfb72b6739c8ce0b8472d630fb68b858f002dd	e470883a675ccc8046c4293aa784f3e39c8cede61f343ddb6f15394ab4b076c8
IMN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	fa2536742506751b16192d6d21b2fa54e7e4d55cec29a5d664a6c38d4d97bf24
IND	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	854bf03260f397a3ba443848bd1c3ff2948706841ea643b898aa9d835c16fb12	dcbaa11dd7448ad30a78494744d8d8279ff2105cf2efb7a1095e2fd4d826a6d8
IND/as_Beng	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	307ee98937f5e65984749c4b01cd1bcb6f70b1e1baea31a5415ef54841aa8b8b
IND/bn_Beng	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	952aa0e0b7d096f1a973061d961e4ab70b5a59859238c2c19a2222f2bf6c763d	227fb009967e668dc0dc159037c8baf331cf5c378d07a1534e17c505366d2f14
IND/brx_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	774cce04dda67e3bd985c9565e539b5e7e5858631c4d28e5289a7c146aa15a03
IND/doi_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	904624164b4409cb8884c51ad5d01c38bd4481e198f44adf9c33899f3015e8f4
IND/gu_Gujr	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	e266d61301ea1e183ce26424889b47a16a3b46272632bae350eb894af9413d0f
IND/hi_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0f9dce4aa4073a11db759228205b6567e355304dd3879607809acdb5eaa0820b	cd1bd250e035d6b3391d88a52f488c4a53685b3117cc205d83ce474caecfc8d1
IND/kn_Knda	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	7f82f23570755552b6e927aa5ec54f1bd29e78325177c4defa77d719d2905bc8
IND/kok_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	4389c93e32d33bd6a232d2ae7e4b576251e7e9fcde4bc66980e75e071e39bf3e
IND/kok_Latn	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	6ca483e926ebd4fc7915f5d52ea984e5ac5a79ac62f7fe591b0ffb9082f56f79
IND/ks_Arab	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	1bee7698e61dbe15bf566f55521702937425a82fc93445d49b754499b30e0992
IND/ks_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	db0ed4160902324e568a39ac844e968b13ee9ce33b3f9dac6373866a11281c37
IND/mai_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	48c8cc88f5b7cf7286fcd0a4d7edb91fed671b3c07f981af214a73b66e64d5a0
IND/ml_Mlym	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	d533dc5797d4727ce2cf491d03dec09129b55ecdd145160b87994738b0a6c24c
IND/mni_Beng	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	9a0206074784c306fac43c7d453667d9cf0eb1bff8eb1a0ba8da82fe984c790f
IND/mni_Mtei	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	d511eb4b02af0cca6b838979d1d91973a8654d549e050ff3f929c690f4a1cc90
IND/mr_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	6035c7de1cc90b0fa66b4ff78f13e0dea71bf44a3adb4030a4e1fe60db85474c
IND/ne_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	953635fa32e532bd0faff8c0924ef80b3c00c23bd3c4e976541743c56b336825
IND/or_Orya	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	406ebd7cc2a62b26acbdeb547296401b727ceab9e52c3c416af05a9bdce9144e
IND/pa_Arab	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	5f9157a800078df991e52ea4bd5986b7d57bb61f1de8b9eca3e25b403c363f79
IND/pa_Guru	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	bfd461729ff1f5ec4ecf1bdce51a579c1153919e35413daaf486cc372ea94609
IND/sa_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	050e56bf8af12dc65d055fa62ae6ab87712f5018ac2a4677f04e7cd53e4410be
IND/sat_Beng	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	c3d57199c6e22a2f29e3fa4ed08b4762b02317a99c48c92af39d8481eb48e1e9
IND/sat_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	446b4f920f12dd65caaeef4b03bc9c120721fdf1d13265c4cf4a7da4bda5a5d9
IND/sat_Olck	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	473e7bf40f0402037c2a4696888544e5c512ef6aceb40d75ba2d6affa1a9befd
IND/sd_Arab	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	6e7b5042c3c41ec329e9b62837b744f113f8b4366e7e6efe920125380736cef2
IND/sd_Deva	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	76df0193639a4693c1c3564d36b07fd7a701f315e17ff74f21445a6e5bfa99d7
IND/ta_Taml	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	cf30cc5cf7200094508bcc8b6f470ed3175e28dd4d4c488c180974626a592d18	f167c92d11bd695ad7d8f44810da70cec17aebe641b3f8937d7a56ac25f0a428
IND/te_Telu	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	b88a3c56e841b318b0b1b887d5ddd46593abf3925d6d0c0c48e2bad39fdb906a
IND/ur_Arab	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	2179ed2c788f05e7086a085bf51a29b4becaf7816d58ac2cd830af5044d72741	c64f31d1837ee70da48435d0f4085fb7b564e37e6c938bc48e293aed2fb3a42a
IOT	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	ea284aa5f7b6f44fa80f023470b820aca89c3ad3e03b8740f062fd13c21bbc1f
IRL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	dbb5b24ff8a93514bc3e0376a4ab673ef826f03a5be82c45268491345271459d
IRN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	006ce242a31331a267a4cce718a20a288e773a54577686abaec80b07c38499af
IRQ	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	f6deac6c37df530d6dc18505b82f6f044950f66d3c1836a37a027a2deb4df8fe
ISL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	43b42a10e41db03b69a028ff8d813a3695bc2b612ada1b47247baab41e06ef9c
ISR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	08678d053e86101259a4c646f67af7bcecc991af881fa498091d1e0be0cb58d0
ITA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	7a2f686f6e923c858d544d689e34266dde4e71c3507f7a4e34409dfe10cbe626	1c5dc8f73d2853643486051564f424ede6c4a54fc223f155617f28f8dfca237c
JAM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	aa3b93f9ec2831007d36240911e14c9bb47e3ea6a58e130529f72e770bef3619
JEY	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	1da477c6faebec481da01b2abb186c1f5cba1ef88693587976528c8e2ecf7be6
JOR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	06c19d49e568f30c71274e03e523d3be0a680280128dd0028963ed728af9cce9
JPN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	2f0a6223089618a9683fa15d42cb2901d76f5efd7be13e2d00c8692afeabb628	49e7a32f9b8576793b37b70beb141d150d9e3a9503e2d6fd5e7737598fbf2a4f
JPN/ja_Hira	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	6bd1282ff25f83f383adaf3dc78b62b3bfe8a227adee3ffa25ec258fbc45cd04	9b1dc98647a71ba0da584617cca05c8b248983c064f4610d6734d55dceb9bf38
JPN/ja_Jpan	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	2f0a6223089618a9683fa15d42cb2901d76f5efd7be13e2d00c8692afeabb628	451c4f13b51df93378a6efa54daf030ebb81f45212221ccac8f82130d0bec8bc
JPN/ja_Kana	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	21e5e027f41effccab579e77463391af52ae46308c44cd08a1c626c17d7d4686	8fd85cded7c404c644a3547b1d977cd7ed0a7fa099a05efcde52591c2b42c14d
KAZ	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	a458605ca4dddc2cb6a6a116da42ced924d088a4ab052b05aed846dc6db217ee	28573202b841dc9c07b505262e1e95de23b81da5fa461d6319f3e0839e1796ba
KEN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	3019ac5b4d76c35b93c8a2943f404a939b71ac12aeaa606a13951328e1150c65
KGZ	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	58c3c21b3583ffce933ea235a658a4fdd200cdab6f1d94caf55ae20057cd2fa9
KHM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	bf1519c4574d05841e66bc3b92c19fd67a22b79dcc82c1729a37ea47d914aab8
KIR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	3d2b91d59a53c211635631922871882953652700ae11eb612e56700ee25a761c
KNA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	f2fd38039590aa16cb66231beafc527a86ef70c218bc29a8f7df55cfec976b5d
KOR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	04a47363f1c44dcc86cb225fd1cf0d4af1a7d34e743939c4d39a98af9560c019	f93b455e820020ee3e490f83b474c1f0c0f99ba7c96832f7260198a666f655a8
KWT	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	c19b91c4a77351896d10176eee47b0f0bfb1268e67fa824eead579ee5fea2e82
LAO	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	5e87ab077e224b3d7fb9000a19bde49fbc7ed647cbe893d3f24e1952dc7585fa
LBN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	4b78d1d78b1d2c9dc0e2caed42acda192ba5e3dd362d34a72dd327ffdc99aa61
LBR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	cfb08956acaa77cb13db018ebf5bc5099f4fd2d4e94e758ba73eb23edb89fe04
LBY	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	fb4094a9182d93908f9bc2e838abd0c740513f4e778701593febdc5b4aca0721
LCA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	8d2039c751b99a5ec31fd8df2c22942a2c07c6e91e11a12e911acbcb7996ecb5
LIE	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ec51a2c31ea86b44cf93142d8ac0cf73a11a64cc3b452719d130cc8b67fa741b	49ed01f5b8c392dc72637fe40d34598d07008445a33f6e9eaf782444ee202af2
LKA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	220461b6eb2a125687b1dadaddd81d489f419f2c47e0756ba9256357ac37d0c3
LSO	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	dffb3e2ead5349cf6e5700edd1aac7b3e00d0b1ec0056097d059e8a17aeadb9e
LTU	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	e8efe858f03abe02464bc8bd082110c50325ca26a9942eefc873808f980d1d66
LUX	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	ee80ec775e895d5bc1b34fe22b30a1bec9e23ae29e5d558deb6f55120e438275
LVA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	724928c19a6263e8dbfc0656fe7ff45322c02fdf8e914c6d8ffa8182a6601cbd
MAC	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	076d02853ba40ff1eb51e4db22462d7328029d750799c49aad07575fed4e63e1	e21e6cbd8851223592590f9de6b9bdcef8e49026cdc192fa582574acbe0fc89a
MAC/zh_Hans	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	1c45f81c2ea1a9929126b1868cb0389524c9bd5dbf1de54b16e2def9adff37a7	5c0c2689c24a199ad836a0f4fefd3003579d45a637e5588b94a3e67a0fdba06b
MAC/zh_Hant	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	076d02853ba40ff1eb51e4db22462d7328029d750799c49aad07575fed4e63e1	4958d0a104514569bf64cb02ea5b02283770a1e85cab973038f9f9ac62415a40
MAF	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	24b7d8dcdb0d0721cad645183eb605585027be1a7eaa4bf870b94324151304af
MAR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	5070e3a90eb51b570fb2584bf6472410f62abd8ccfed56cfed7137b6600e608f
MCO	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	4922e31bd3088b535f506bb48b3b96ab9b2ab9fab2a976e822c7121891206419
MDA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	672d5c544fb680f0aca0bf13646792a1b4e81956c605052b611e97668758dc6f
MDG	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	156b829b377e55981d20d38134e093ac6c2e9366b6d47661b36611e3667628d1
MDV	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	c2de80f9eda7ca214ca8733c88a0e340ba7aed1477fdd22ef69b98e19a8499a1
MEX	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	409d714ce45b623a57b6a01462385ed50ea063b75253fd251318c3a022c83f4f
MHL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	b1724fa900131300072aa43efd75439a5a86f322797d5ee35c39574fd3594c14
MKD	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	af357a05a3eefd32415fcb2d709cc6782fb361076dfb78f657b9ec9a37eb6ab5
MLI	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	dbb5a968d411635748745de6b1ae0ea4613a80a42568b095dc3f5c7ae2506cac
MLT	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	fb579dbc57cbfcdcca92c87fb9780bb9dace53290eb104858bb37b55857bb646
MMR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	3a0026847a7b7a2c8660eb1988d742aa2e264fe304fbb4f3fa58abb674016de9
MNE	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	30bc4785ee1e557d6da3acfedaa38a46f95685579eac2084b792b704f8d077aa
MNE/sr_Cyrl	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	8e8fa4a757c7296ecec489dc390688ab98abd704b25ae89384d9abfe13e18f2c
MNE/sr_Latn	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	3e4505f824b6a2a5e8dd537ad54eef23f50c96a333a23ca870bd48ab7a4d48fd
MNG	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	bc8edc9be0b8042ce047a93c49f3a0dfc5064f24ac3777c41ceac79c5e1fd498
MNP	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	fe8230c3d1c185cc1c012b2afef0ef64b91476fb3edb75fbbc5a644ee72c016c
MOZ	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	084bfe07e14669b89c2568b9ea7061392c6725164a7c8309d86189500b331dd9	7dc2a9648e8018d13899eb9ee323ef7a44c323951cddb5b83a0cb51d3f9e6593
MRT	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	dfd865c592ef406c4e69b9dc63ca03246f23ad19228b2c71a671958d12057275
MSR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	c4258e38fcdc2f45686200ac52c6b2dbf3517a6f234cc692ca4dbbb6fb43d63d
MTQ	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	8c5b39b8766126cc06548dafde0bcd1aef0e7cdf8f708de313b4c0e69e0a51af
MUS	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	9089d61e33a744c33a177c95afbc99cd101b4362ceb2f133d8a405e687d255d0
MWI	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	b5ad6c7d37e843a98495205c01332058454bf47a2623097b5d91cdeb86b092aa
MYS	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	1caf251a6d0ba8e062977cbd2e4df2d9480f04590d6fa1f26eed5104fb58f085	51d9e3113e18b7ac62574dbf0af425a7a4cdb8d39aefab6baeddc645bad1d5ca
MYT	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	43992f417dcc424f20469008f5fa43f0109f266ea55b58a143dfc3b28e8819a0
NAM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	d5c5c9d8e4c754830dc95ff0bcdd78e39d6914f4f028b5f084e202a7e22e7b18
NCL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	cab5379d39b14f5e9e7a11a175a874b2a767ec9e17c11d1667b184a3ccf11145
NER	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	ee990f591144701f80db10b086d1ab400236ded74481ae090b8d3b6bc78573ac
NFK	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	93c03e9d51b0a4940e70ef6e9fbb56bc682294dec43c36940a6ee8b1cb6cec8b
